OBJECTID,DFGWATERID,MEAS,Distance,INPUTOID,UID,Unit,Location,Lat,Long
1,27713159,1919.175141,7.601662709,1,0,rom_006,start,34.42857,-119.60711
2,27713159,4764.576175,-22.76145635,4,1,rom_006,end,34.443,-119.59052
3,27713159,4764.576175,-22.76145635,5,2,rom_007,start,34.443,-119.59052
4,27713159,5668.898747,27.46972971,6,3,rom_007,end,34.44726,-119.59068
