OBJECTID,DFGWATERID,MEAS,Distance,INPUTOID,UID,Unit,Location,Lat,Long
1,27713155,4129.869662,16.34657688,1,0,SY_016,start,34.4533,-119.62216
2,27713155,5043.083006,2.912499955,2,1,SY_016,end,34.46092,-119.62404
